Run	Sample	Dataset	Table	Hypoxia_state	Cell_type_new	Cell_type	Cell_type_details	Extended_details	Stimulation	Therapy	Modification	Diagnosis	GSM	Sorting_markers	Comment	Cell_origin	Rna_extraction_kit	Library_preparation_kit	Cells_isolation_kit	Donor_id	Gender	Age	Age_range	PMID	Material_type	Layout	Readcounts	To_check	QC_bad	QC_good	QC_score	Who_checks	Decision	Expression_comment	Run_id	Sample_id	Run_tiledb_id	Sample_tiledb_id	Spike_in	Response	Material_sampling_time	Only for target (CR type)	Prior_surgery	Adverse_event	Diagnosis_comment	Stage	Combo_class	Measurement_method	Race/Ethnicity	UMI (Only for target)	Deconvolution_cell_type	Filter_tag	Filter_tag
SRR11464470	SRX8041781	GSE147870	Cells_to_check	Hypoxia	Astrocytes_hypoxic	Astrocytes	Cerebral cortex astrocytes		Hour_72_of_hypoxia	No_data	Without_modification	No_data	GSM4447432			Brain	miRNeasy Mini Kit (Qiagen)	Ovation® RNA-Seq System V2 (NuGEN) + NEBNext Ultra RNA Library Prep Kit for Illumina (NEB)		BC8	No_data	No_data		34172753		SINGLE	7086564				5.833333				165626	140376	150163	124587													Astrocytes		
SRR11464471	SRX8041782	GSE147870	Cells_to_check	Control	Astrocytes	Astrocytes	Cerebral cortex astrocytes		Without_stimulation	No_data	Without_modification	No_data	GSM4447433			Brain	miRNeasy Mini Kit (Qiagen)	Ovation® RNA-Seq System V2 (NuGEN) + NEBNext Ultra RNA Library Prep Kit for Illumina (NEB)		BC11	No_data	No_data		34172753		SINGLE	6305160				6.125				165632	140382	150167	124591													Astrocytes		
SRR11464472	SRX8041783	GSE147870	Cells_to_check	Hypoxia	Astrocytes_hypoxic	Astrocytes	Cerebral cortex astrocytes		Hour_72_of_hypoxia	No_data	Without_modification	No_data	GSM4447434			Brain	miRNeasy Mini Kit (Qiagen)	Ovation® RNA-Seq System V2 (NuGEN) + NEBNext Ultra RNA Library Prep Kit for Illumina (NEB)		BC12	No_data	No_data		34172753		SINGLE	6309718				5.541667				165638	140388	150170	124594													Astrocytes		
SRR11464473	SRX8041784	GSE147870	Cells_to_check	Control	Astrocytes	Astrocytes	Cerebral cortex astrocytes		Without_stimulation	No_data	Without_modification	No_data	GSM4447435			Brain	miRNeasy Mini Kit (Qiagen)	Ovation® RNA-Seq System V2 (NuGEN) + NEBNext Ultra RNA Library Prep Kit for Illumina (NEB)		BC15	No_data	No_data		34172753		SINGLE	5138885				7				165618	140368	150155	124579													Astrocytes		
SRR11464474	SRX8041785	GSE147870	Cells_to_check	Hypoxia	Astrocytes_hypoxic	Astrocytes	Cerebral cortex astrocytes		Hour_72_of_hypoxia	No_data	Without_modification	No_data	GSM4447436			Brain	miRNeasy Mini Kit (Qiagen)	Ovation® RNA-Seq System V2 (NuGEN) + NEBNext Ultra RNA Library Prep Kit for Illumina (NEB)		BC16	No_data	No_data		34172753		SINGLE	7299681				5.541667				165688	140438	150200	124624													Astrocytes		
SRR2052867	SRX1050293	GSE69599	Cancer_cell_lines	Control	Lung_Adenocarcinoma	Lung_Adenocarcinoma	line	PC-9	Without_stimulation	Without_therapy	Without_modification	Metastatic	GSM1704487			Lung	TRIzol™ Reagent (Invitrogen)	TruSeq RNA Library Prep Kit v2 (Illumina)	FACS		M	45		28927099	polyA RNA	PAIRED	27075421				5																				Lung_Adenocarcinoma		
SRR2052869	SRX1050295	GSE69599	Cancer_cell_lines	Hypoxia	Lung_Adenocarcinoma_hypoxic	Lung_Adenocarcinoma	line	PC-9	Week_1_of_Hypoxia_1%O2	Without_therapy	Without_modification	Metastatic	GSM1704489			Lung	TRIzol™ Reagent (Invitrogen)	TruSeq RNA Library Prep Kit v2 (Illumina)	FACS		M	45		28927099	polyA RNA	PAIRED	20844587				5																				Lung_Adenocarcinoma		
SRR9283239	SRX6052944	GSE132624	Cancer_cell_lines	Control	Melanoma	Melanoma	line	501-mel	Without_stimulation	Without_therapy	Without_modification	Metastatic	GSM3882337			Skin	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)	No_data		F	No_data		31207090	polyA RNA	SINGLE	4383723				5.833333																				Melanoma		
SRR9283240	SRX6052945	GSE132624	Cancer_cell_lines	Control	Melanoma	Melanoma	line	501-mel	Without_stimulation	Without_therapy	Without_modification	Metastatic	GSM3882338			Skin	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)	No_data		F	No_data		31207090	polyA RNA	SINGLE	4691160				5.541667																				Melanoma		
SRR9283241	SRX6052946	GSE132624	Cancer_cell_lines	Control	Melanoma	Melanoma	line	501-mel	Without_stimulation	Without_therapy	Without_modification	Metastatic	GSM3882339			Skin	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)	No_data		F	No_data		31207090	polyA RNA	SINGLE	4895121				5.833333																				Melanoma		
SRR9283242	SRX6052947	GSE132624	Cancer_cell_lines	Hypoxia	Melanoma_hypoxic	Melanoma	line	501-mel	Hour_12_of_ Hypoxia_1%	Without_therapy	Without_modification	Metastatic	GSM3882340			Skin	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)	No_data		F	No_data		31207090	polyA RNA	SINGLE	4719459				5.833333																				Melanoma		
SRR9283243	SRX6052948	GSE132624	Cancer_cell_lines	Hypoxia	Melanoma_hypoxic	Melanoma	line	501-mel	Hour_12_of_ Hypoxia_1%	Without_therapy	Without_modification	Metastatic	GSM3882341			Skin	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)	No_data		F	No_data		31207090	polyA RNA	SINGLE	4525889				5.833333																				Melanoma		
SRR9283244	SRX6052949	GSE132624	Cancer_cell_lines	Hypoxia	Melanoma_hypoxic	Melanoma	line	501-mel	Hour_12_of_ Hypoxia_1%	Without_therapy	Without_modification	Metastatic	GSM3882342			Skin	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)	No_data		F	No_data		31207090	polyA RNA	SINGLE	4913386				5.833333																				Melanoma		
SRR9283245	SRX6052950	GSE132624	Cancer_cell_lines	Hypoxia	Melanoma_hypoxic	Melanoma	line	501-mel	Hour_24_of_ Hypoxia_1%	Without_therapy	Without_modification	Metastatic	GSM3882343			Skin	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)	No_data		F	No_data		31207090	polyA RNA	SINGLE	5156028				5.833333																				Melanoma		
SRR9283246	SRX6052951	GSE132624	Cancer_cell_lines	Hypoxia	Melanoma_hypoxic	Melanoma	line	501-mel	Hour_24_of_ Hypoxia_1%	Without_therapy	Without_modification	Metastatic	GSM3882344			Skin	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)	No_data		F	No_data		31207090	polyA RNA	SINGLE	5343549				5.833333																				Melanoma		
SRR9283247	SRX6052952	GSE132624	Cancer_cell_lines	Hypoxia	Melanoma_hypoxic	Melanoma	line	501-mel	Hour_24_of_ Hypoxia_1%	Without_therapy	Without_modification	Metastatic	GSM3882345			Skin	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)	No_data		F	No_data		31207090	polyA RNA	SINGLE	5499251				5.833333																				Melanoma		
SRR9283248	SRX6052953	GSE132624	Cancer_cell_lines	Hypoxia	Melanoma_hypoxic	Melanoma	line	501-mel	Hour_48_of_ Hypoxia_1%	Without_therapy	Without_modification	Metastatic	GSM3882346			Skin	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)	No_data		F	No_data		31207090	polyA RNA	SINGLE	5693742				5.833333																				Melanoma		
SRR9283249	SRX6052954	GSE132624	Cancer_cell_lines	Hypoxia	Melanoma_hypoxic	Melanoma	line	501-mel	Hour_48_of_ Hypoxia_1%	Without_therapy	Without_modification	Metastatic	GSM3882347			Skin	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)	No_data		F	No_data		31207090	polyA RNA	SINGLE	5463570				5.833333																				Melanoma		
SRR9283250	SRX6052955	GSE132624	Cancer_cell_lines	Hypoxia	Melanoma_hypoxic	Melanoma	line	501-mel	Hour_48_of_ Hypoxia_1%	Without_therapy	Without_modification	Metastatic	GSM3882348			Skin	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)	No_data		F	No_data		31207090	polyA RNA	SINGLE	5532676				5.833333																				Melanoma		
SRR9283251	SRX6052956	GSE132624	Cancer_cell_lines	Control	Melanoma	Melanoma	line	IGR-37	Without_stimulation	Without_therapy	Without_modification	Metastatic	GSM3882349			Skin	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)	No_data		M	26		31207090	polyA RNA	SINGLE	4506775				5.541667																				Melanoma		
SRR9283252	SRX6052957	GSE132624	Cancer_cell_lines	Control	Melanoma	Melanoma	line	IGR-37	Without_stimulation	Without_therapy	Without_modification	Metastatic	GSM3882350			Skin	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)	No_data		M	26		31207090	polyA RNA	SINGLE	4527070				5.25																				Melanoma		
SRR9283253	SRX6052958	GSE132624	Cancer_cell_lines	Control	Melanoma	Melanoma	line	IGR-37	Without_stimulation	Without_therapy	Without_modification	Metastatic	GSM3882351			Skin	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)	No_data		M	26		31207090	polyA RNA	SINGLE	4708886				5.541667																				Melanoma		
SRR9283254	SRX6052959	GSE132624	Cancer_cell_lines	Hypoxia	Melanoma_hypoxic	Melanoma	line	IGR-37	Hour_12_of_ Hypoxia_1%	Without_therapy	Without_modification	Metastatic	GSM3882352			Skin	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)	No_data		M	26		31207090	polyA RNA	SINGLE	4816799				5.833333																				Melanoma		
SRR9283255	SRX6052960	GSE132624	Cancer_cell_lines	Hypoxia	Melanoma_hypoxic	Melanoma	line	IGR-37	Hour_12_of_ Hypoxia_1%	Without_therapy	Without_modification	Metastatic	GSM3882353			Skin	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)	No_data		M	26		31207090	polyA RNA	SINGLE	5105748				5.833333																				Melanoma		
SRR9283256	SRX6052961	GSE132624	Cancer_cell_lines	Hypoxia	Melanoma_hypoxic	Melanoma	line	IGR-37	Hour_12_of_ Hypoxia_1%	Without_therapy	Without_modification	Metastatic	GSM3882354			Skin	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)	No_data		M	26		31207090	polyA RNA	SINGLE	5369053				5.833333																				Melanoma		
SRR9283257	SRX6052962	GSE132624	Cancer_cell_lines	Hypoxia	Melanoma_hypoxic	Melanoma	line	IGR-37	Hour_24_of_ Hypoxia_1%	Without_therapy	Without_modification	Metastatic	GSM3882355			Skin	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)	No_data		M	26		31207090	polyA RNA	SINGLE	5226209				5.833333																				Melanoma		
SRR9283258	SRX6052963	GSE132624	Cancer_cell_lines	Hypoxia	Melanoma_hypoxic	Melanoma	line	IGR-37	Hour_24_of_ Hypoxia_1%	Without_therapy	Without_modification	Metastatic	GSM3882356			Skin	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)	No_data		M	26		31207090	polyA RNA	SINGLE	5254863				5.833333																				Melanoma		
SRR9283259	SRX6052964	GSE132624	Cancer_cell_lines	Hypoxia	Melanoma_hypoxic	Melanoma	line	IGR-37	Hour_24_of_ Hypoxia_1%	Without_therapy	Without_modification	Metastatic	GSM3882357			Skin	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)	No_data		M	26		31207090	polyA RNA	SINGLE	5532168				5.833333																				Melanoma		
SRR9283260	SRX6052965	GSE132624	Cancer_cell_lines	Hypoxia	Melanoma_hypoxic	Melanoma	line	IGR-37	Hour_48_of_ Hypoxia_1%	Without_therapy	Without_modification	Metastatic	GSM3882358			Skin	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)	No_data		M	26		31207090	polyA RNA	SINGLE	5471251				5.833333																				Melanoma		
SRR9283261	SRX6052966	GSE132624	Cancer_cell_lines	Hypoxia	Melanoma_hypoxic	Melanoma	line	IGR-37	Hour_48_of_ Hypoxia_1%	Without_therapy	Without_modification	Metastatic	GSM3882359			Skin	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)	No_data		M	26		31207090	polyA RNA	SINGLE	5077002				5.833333																				Melanoma		
SRR9283262	SRX6052967	GSE132624	Cancer_cell_lines	Hypoxia	Melanoma_hypoxic	Melanoma	line	IGR-37	Hour_48_of_ Hypoxia_1%	Without_therapy	Without_modification	Metastatic	GSM3882360			Skin	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)	No_data		M	26		31207090	polyA RNA	SINGLE	4523127				5.541667																				Melanoma		
SRR9283263	SRX6052968	GSE132624	Cancer_cell_lines	Control	Melanoma	Melanoma	line	IGR-39	Without_stimulation	Without_therapy	Without_modification		GSM3882361			Skin	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)	No_data		M	26		31207090	polyA RNA	SINGLE	4790214				4.958333																				Melanoma		
SRR9283264	SRX6052969	GSE132624	Cancer_cell_lines	Control	Melanoma	Melanoma	line	IGR-39	Without_stimulation	Without_therapy	Without_modification		GSM3882362			Skin	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)	No_data		M	26		31207090	polyA RNA	SINGLE	4921237				5.833333																				Melanoma		
SRR9283265	SRX6052970	GSE132624	Cancer_cell_lines	Control	Melanoma	Melanoma	line	IGR-39	Without_stimulation	Without_therapy	Without_modification		GSM3882363			Skin	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)	No_data		M	26		31207090	polyA RNA	SINGLE	5274434				5.833333																				Melanoma		
SRR9283266	SRX6052971	GSE132624	Cancer_cell_lines	Hypoxia	Melanoma_hypoxic	Melanoma	line	IGR-39	Hour_12_of_ Hypoxia_1%	Without_therapy	Without_modification		GSM3882364			Skin	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)	No_data		M	26		31207090	polyA RNA	SINGLE	4830633				5.833333																				Melanoma		
SRR9283267	SRX6052972	GSE132624	Cancer_cell_lines	Hypoxia	Melanoma_hypoxic	Melanoma	line	IGR-39	Hour_12_of_ Hypoxia_1%	Without_therapy	Without_modification		GSM3882365			Skin	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)	No_data		M	26		31207090	polyA RNA	SINGLE	4710629				5.25																				Melanoma		
SRR9283268	SRX6052973	GSE132624	Cancer_cell_lines	Hypoxia	Melanoma_hypoxic	Melanoma	line	IGR-39	Hour_12_of_ Hypoxia_1%	Without_therapy	Without_modification		GSM3882366			Skin	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)	No_data		M	26		31207090	polyA RNA	SINGLE	5029832				5.833333																				Melanoma		
SRR9283269	SRX6052974	GSE132624	Cancer_cell_lines	Hypoxia	Melanoma_hypoxic	Melanoma	line	IGR-39	Hour_24_of_ Hypoxia_1%	Without_therapy	Without_modification		GSM3882367			Skin	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)	No_data		M	26		31207090	polyA RNA	SINGLE	4819199				5.833333																				Melanoma		
SRR9283270	SRX6052975	GSE132624	Cancer_cell_lines	Hypoxia	Melanoma_hypoxic	Melanoma	line	IGR-39	Hour_24_of_ Hypoxia_1%	Without_therapy	Without_modification		GSM3882368			Skin	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)	No_data		M	26		31207090	polyA RNA	SINGLE	903049				5.833333																				Melanoma		
SRR9283271	SRX6052976	GSE132624	Cancer_cell_lines	Hypoxia	Melanoma_hypoxic	Melanoma	line	IGR-39	Hour_24_of_ Hypoxia_1%	Without_therapy	Without_modification		GSM3882369			Skin	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)	No_data		M	26		31207090	polyA RNA	SINGLE	4335157				5.833333																				Melanoma		
SRR9283272	SRX6052977	GSE132624	Cancer_cell_lines	Hypoxia	Melanoma_hypoxic	Melanoma	line	IGR-39	Hour_48_of_ Hypoxia_1%	Without_therapy	Without_modification		GSM3882370			Skin	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)	No_data		M	26		31207090	polyA RNA	SINGLE	4527773				5.833333																				Melanoma		
SRR9283273	SRX6052978	GSE132624	Cancer_cell_lines	Hypoxia	Melanoma_hypoxic	Melanoma	line	IGR-39	Hour_48_of_ Hypoxia_1%	Without_therapy	Without_modification		GSM3882371			Skin	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)	No_data		M	26		31207090	polyA RNA	SINGLE	5020893				5.833333																				Melanoma		
SRR9283274	SRX6052979	GSE132624	Cancer_cell_lines	Hypoxia	Melanoma_hypoxic	Melanoma	line	IGR-39	Hour_48_of_ Hypoxia_1%	Without_therapy	Without_modification		GSM3882372			Skin	RNeasy mini kit (Qiagen)	QuantSeq 3' mRNA-Seq Library Prep Kits (Lexogen)	No_data		M	26		31207090	polyA RNA	SINGLE	4777215				5.833333																				Melanoma		
SRR7905813	SRX4741966	GSE120523	Cancer_cell_lines	Control	Endothelium	Endothelial	line_hybrid	EA.hy 926	Without_stimulation	Without_therapy	Without_modification		GSM3402518				TRIzol™ Reagent (Invitrogen)	NEBNext® Ultra™ Directional RNA Library Prep Kit (NEB®)	No_data		M	No_data		30566157	polyA RNA	PAIRED	25128135				6.416667				60934	44370	59610	43136													Endothelial		
SRR7905814	SRX4741967	GSE120523	Cancer_cell_lines	Control	Endothelium	Endothelial	line_hybrid	EA.hy 926	Without_stimulation	Without_therapy	Without_modification		GSM3402519				TRIzol™ Reagent (Invitrogen)	NEBNext® Ultra™ Directional RNA Library Prep Kit (NEB®)	No_data		M	No_data		30566157	polyA RNA	PAIRED	20103784				7				60945	44381	59621	43147													Endothelial		
SRR7905815	SRX4741968	GSE120523	Cancer_cell_lines	Control	Endothelium	Endothelial	line_hybrid	EA.hy 926	Without_stimulation	Without_therapy	Without_modification		GSM3402520				TRIzol™ Reagent (Invitrogen)	NEBNext® Ultra™ Directional RNA Library Prep Kit (NEB®)	No_data		M	No_data		30566157	polyA RNA	PAIRED	19888030				6.416667				60935	44371	59611	43137													Endothelial		
SRR7905816	SRX4741969	GSE120523	Cancer_cell_lines	Hypoxia	Endothelium_hypoxic	Endothelial	line_hybrid	EA.hy 926	Hour_8_of_Hypoxia_1%	Without_therapy	Without_modification		GSM3402521				TRIzol™ Reagent (Invitrogen)	NEBNext® Ultra™ Directional RNA Library Prep Kit (NEB®)	No_data		M	No_data		30566157	polyA RNA	PAIRED	17766380				6.416667				60937	44373	59613	43139													Endothelial		
SRR7905817	SRX4741970	GSE120523	Cancer_cell_lines	Hypoxia	Endothelium_hypoxic	Endothelial	line_hybrid	EA.hy 926	Hour_8_of_Hypoxia_1%	Without_therapy	Without_modification		GSM3402522				TRIzol™ Reagent (Invitrogen)	NEBNext® Ultra™ Directional RNA Library Prep Kit (NEB®)	No_data		M	No_data		30566157	polyA RNA	PAIRED	20057959				6.416667				60943	44379	59619	43145													Endothelial		
SRR7905818	SRX4741971	GSE120523	Cancer_cell_lines	Hypoxia	Endothelium_hypoxic	Endothelial	line_hybrid	EA.hy 926	Hour_8_of_Hypoxia_1%	Without_therapy	Without_modification		GSM3402523				TRIzol™ Reagent (Invitrogen)	NEBNext® Ultra™ Directional RNA Library Prep Kit (NEB®)	No_data		M	No_data		30566157	polyA RNA	PAIRED	15512967				6.416667				60936	44372	59612	43138													Endothelial		
SRR3350923	SRX1688431	GSE71401	Cancer_cell_lines_to_check	Control	Breast_Neoplasm	Invasive_Ductal_Breast_Carcinoma	line	MCF-7	Normoxia	Without_therapy	Without_modification	Metastatic	GSM2112490				RNeasy mini kit (Qiagen)	SuperScript III Reverse Transcriptase kit (Invitrogen)			Not_Applicable	Not_Applicable			total RNA	SINGLE	17618579.49				4.666667				60382	43940	59069	42717													Invasive_Ductal_Breast_Carcinoma		
SRR3350924	SRX1688432	GSE71401	Cancer_cell_lines_to_check	Hypoxia	Breast_Neoplasm_hypoxic	Invasive_Ductal_Breast_Carcinoma	line	MCF-7	Hypoxia	Without_therapy	Without_modification	Metastatic	GSM2112491				RNeasy mini kit (Qiagen)	SuperScript III Reverse Transcriptase kit (Invitrogen)			Not_Applicable	Not_Applicable			total RNA	SINGLE	9687553.302				4.666667				60378	43936	59065	42713													Invasive_Ductal_Breast_Carcinoma		
SRR3350925	SRX1688433	GSE71401	Cancer_cell_lines_to_check	Control	Breast_Neoplasm	Invasive_Ductal_Breast_Carcinoma	line	MCF-7	Normoxia	Without_therapy	Without_modification	Metastatic	GSM2112492				RNeasy mini kit (Qiagen)	SuperScript III Reverse Transcriptase kit (Invitrogen)			Not_Applicable	Not_Applicable			total RNA	SINGLE	12105176.24				5.25				60377	43935	59064	42712													Invasive_Ductal_Breast_Carcinoma		
SRR3350926	SRX1688434	GSE71401	Cancer_cell_lines_to_check	Hypoxia	Breast_Neoplasm_hypoxic	Invasive_Ductal_Breast_Carcinoma	line	MCF-7	Hypoxia	Without_therapy	Without_modification	Metastatic	GSM2112493				RNeasy mini kit (Qiagen)	SuperScript III Reverse Transcriptase kit (Invitrogen)			Not_Applicable	Not_Applicable			total RNA	SINGLE	11543349.68				4.666667				60379	43937	59066	42714													Invasive_Ductal_Breast_Carcinoma		
SRR3350927	SRX1688435	GSE71401	Cancer_cell_lines_to_check	Control	Breast_Neoplasm	Invasive_Ductal_Breast_Carcinoma	line	MCF-7	Normoxia	Without_therapy	Without_modification	Metastatic	GSM2112494				RNeasy mini kit (Qiagen)	SuperScript III Reverse Transcriptase kit (Invitrogen)			Not_Applicable	Not_Applicable			total RNA	SINGLE	14625638.95				5.25				60381	43939	59068	42716													Invasive_Ductal_Breast_Carcinoma		
SRR3350928	SRX1688436	GSE71401	Cancer_cell_lines_to_check	Hypoxia	Breast_Neoplasm_hypoxic	Invasive_Ductal_Breast_Carcinoma	line	MCF-7	Hypoxia	Without_therapy	Without_modification	Metastatic	GSM2112495				RNeasy mini kit (Qiagen)	SuperScript III Reverse Transcriptase kit (Invitrogen)			Not_Applicable	Not_Applicable			total RNA	SINGLE	10777063.94				4.666667				60380	43938	59067	42715													Invasive_Ductal_Breast_Carcinoma		
ERR2929080	ERX2932016	E-MTAB-6647	Cancer_cell_lines_to_check	Hypoxia	Breast_Neoplasm_hypoxic	Invasive_Ductal_Breast_Carcinoma	line	BT-549	incubated in DMEM-F12 in hypoxia (0.1% O2)	Without_therapy	Without_modification				Cell lines were grown either in normoxia (21 percent oxygen) or in hypoxia (0.1 percent oxygen). Cells were cultured in 6-well plates, harvested in 600 uL RLT buffer (RNeasy Mini Kit, Qiagen) and homogenized (QIAshredder, Qiagen). Plasmax cell culture medium which is the subject of this study is produced in house and it is not commercially available. However the precise formulation as well as other relevant information on its production are provided in the manuscript.		RNeasy mini kit (Qiagen)	TruSeq RNA Library Prep Kit v2 (Illumina)		19A					polyA RNA	PAIRED	35566742.71				5.833333333				64599	46965	62905	45431													Invasive_Ductal_Breast_Carcinoma		
ERR2929081	ERX2932017	E-MTAB-6647	Cancer_cell_lines_to_check	Hypoxia	Breast_Neoplasm_hypoxic	Invasive_Ductal_Breast_Carcinoma	line	BT-549	incubated in DMEM-F12 in hypoxia (0.1% O2)	Without_therapy	Without_modification				Cell lines were grown either in normoxia (21 percent oxygen) or in hypoxia (0.1 percent oxygen). Cells were cultured in 6-well plates, harvested in 600 uL RLT buffer (RNeasy Mini Kit, Qiagen) and homogenized (QIAshredder, Qiagen). Plasmax cell culture medium which is the subject of this study is produced in house and it is not commercially available. However the precise formulation as well as other relevant information on its production are provided in the manuscript.		RNeasy mini kit (Qiagen)	TruSeq RNA Library Prep Kit v2 (Illumina)		19B					polyA RNA	PAIRED	30136284.21				5.833333333				64600	46966	62906	45432													Invasive_Ductal_Breast_Carcinoma		
ERR2929082	ERX2932018	E-MTAB-6647	Cancer_cell_lines_to_check	Hypoxia	Breast_Neoplasm_hypoxic	Invasive_Ductal_Breast_Carcinoma	line	BT-549	incubated in DMEM-F12 in hypoxia (0.1% O2)	Without_therapy	Without_modification				Cell lines were grown either in normoxia (21 percent oxygen) or in hypoxia (0.1 percent oxygen). Cells were cultured in 6-well plates, harvested in 600 uL RLT buffer (RNeasy Mini Kit, Qiagen) and homogenized (QIAshredder, Qiagen). Plasmax cell culture medium which is the subject of this study is produced in house and it is not commercially available. However the precise formulation as well as other relevant information on its production are provided in the manuscript.		RNeasy mini kit (Qiagen)	TruSeq RNA Library Prep Kit v2 (Illumina)		19C					polyA RNA	PAIRED	25407704.51				5.833333333				64601	46967	62907	45433													Invasive_Ductal_Breast_Carcinoma		
ERR2929083	ERX2932019	E-MTAB-6647	Cancer_cell_lines_to_check	Hypoxia	Breast_Neoplasm_hypoxic	Breast_Neoplasm	line	CAL-120	incubated in DMEM-F12 in hypoxia (0.1% O2)	Without_therapy	Without_modification	Metastatic			Cell lines were grown either in normoxia (21 percent oxygen) or in hypoxia (0.1 percent oxygen). Cells were cultured in 6-well plates, harvested in 600 uL RLT buffer (RNeasy Mini Kit, Qiagen) and homogenized (QIAshredder, Qiagen). Plasmax cell culture medium which is the subject of this study is produced in house and it is not commercially available. However the precise formulation as well as other relevant information on its production are provided in the manuscript.		RNeasy mini kit (Qiagen)	TruSeq RNA Library Prep Kit v2 (Illumina)		21A					polyA RNA	PAIRED	34731477.04				5.833333333				64602	46968	62908	45434													Breast_Neoplasm		
ERR2929084	ERX2932020	E-MTAB-6647	Cancer_cell_lines_to_check	Hypoxia	Breast_Neoplasm_hypoxic	Breast_Neoplasm	line	CAL-120	incubated in DMEM-F12 in hypoxia (0.1% O2)	Without_therapy	Without_modification	Metastatic			Cell lines were grown either in normoxia (21 percent oxygen) or in hypoxia (0.1 percent oxygen). Cells were cultured in 6-well plates, harvested in 600 uL RLT buffer (RNeasy Mini Kit, Qiagen) and homogenized (QIAshredder, Qiagen). Plasmax cell culture medium which is the subject of this study is produced in house and it is not commercially available. However the precise formulation as well as other relevant information on its production are provided in the manuscript.		RNeasy mini kit (Qiagen)	TruSeq RNA Library Prep Kit v2 (Illumina)		21B					polyA RNA	PAIRED	23337914.22				5.833333333				64603	46969	62909	45435													Breast_Neoplasm		
