	Supposed_GOI	FGES_source	Genes	Link
GSE26030_UNSTIM_VS_RESTIM_TH1_DAY5_POST_POLARIZATION_DN	Th1 cells	MSigDb_Dif_Expression	CCR2, STOM, CTDSP2, TMED10, CTSH, DPY19L1, PTRHD1, PPP1R21, VIM, TMEM268, TMEM86A, SEC24D, ANXA1, IKBKE, APRT, SIRT3, KIAA0040, FRMD4B, MEFV, FUOM, EIF2A, SEC61A1, ANKLE2, SMIM4, LMO1, SIRT2, UNC119B, RNMT, CDK16, MYO5A, RGS10, NPM1, GALNS, TEP1, IFT57, SIDT2, IAH1, IFI30, CASP6, LAMTOR4, SRD5A3, S100A6, RCSD1, EIF4E3, CDK5RAP3, PI16, FRMD4A, SMDT1, IGBP1, ADAM15, RASSF4, CRIP1, CTSC, ADAM19, TXN2, CTSV, DCXR, ZCCHC24, PRKRA, IFITM3, FAS, CUTA, RP9, ZNF385A, KLHL6, SMIM6, TOR3A, KIF9, MOCOS, RAB11FIP5, MTMR10, PIK3R2, FAM102B, GLIPR1, ARHGAP26, CD302, IQGAP2, CDS1, CD33, TRAPPC2L, SLFN5, PGLS, NIT2, INSR, PRDX4, ATP6V1B2, TESK2, PAPSS2, ANKH, SELENOP, APH1B, SPTSSA, BTF3, SLC25A4, PTPN18, ADK, F10, HIVEP3, TMEM205, SELL, SERP1, ACAT1, ABTB1, ASNSD1, RWDD2A, EVA1B, COMT, RHOU, GPX4, MAN2A2, ACAA1, IDH1, ARHGEF6, GLRX3, FARS2, GRAMD2B, LRWD1, AGRN, MZT2B, H2AZ1, BTLA, SNX9, ATP5F1C, PIP4P1, TMEM107, NCEH1, TMEM154, ANXA5, TFDP1, TTC39C, GNPAT, SLC9A9, ARID5A, GALNT9, DYNLT2B, PNP, ERP29, PPFIA4, SSBP2, APLNR, TNS3, TIAM1, IGSF8, SLC45A4, TYK2, GLB1, TCP11L2, TMEM165, HIGD2A, AHNAK, ANXA2, CLEC4A, NMRAL1, SLC39A10, TMEM184B, ESYT1, TREM2, PSMA4, SUB1, MINDY1, NOTCH1, RNASEL, PLD1, PSMA7, SLPI, TNFSF14, PPP1CA, BPHL, LZTFL1, TTC13, ITPR1, SLC25A12, SEC61B, BSCL2, SLC36A1, GBP7, XRCC4, STX3, EPSTI1, HMG20A, WIPF1, COX6B2, CFAP410, GLIPR2, LMO2, INF2, NCBP2AS2, QPCT, EPRS1, GAMT, CAPN2, MTHFR, ATAD2B, PIK3R6, RAB3D, ETHE1, PKIB, TGFBI, MX1, AMPD2	MSigDb_Dif_Expression
GSE3982_MAC_VS_TH1_DN	Th1 cells	MSigDb_Dif_Expression	ERH, PPP3CC, TIA1, PPP1R8, SLC7A5, GOLT1B, ARL3, LTB, H1-3, RPL35A, LAX1, PERP, CDR2, GUCY1B1, TMEM131L, BTG3, GOLGA8A, PIP5K1A, KDELR2, EOLA2, HTR6, SMAD3, TK1, CHSY1, SYNE3, DNAJC7, NSUN5, IER2, SH2D3C, MED20, ITGA10, ALDH18A1, POLR3D, CTCF, IGSF9B, POLR2I, KIF23, RHOT2, NUP155, SLC22A1, EIF5B, PDK3, ANKHD1, PKMYT1, EZR, ZDHHC13, CLIC1, GNA14, CD28, SLC13A1, BCL7C, CAV1, ISG20, BECN1, ERCC2, EED, NFKBIB, GPI, DUSP12, GTF2A1, AKAP12, SYNGR3, CLSPN, ABT1, TAP2, POLD3, IDH3G, BHLHE40, NSUN5P2, IGFLR1, XRCC2, FKBPL, PXMP2, ASF1B, DNAJA3, EIF2AK1, HSF2, ASH1L, BCOR, HIRIP3, IL10, ENTREP3, TAF5, ATP8B4, TLK2, CD247, MYH10, GK3P, TRAC, EIF2B3, GTF2H4, FUBP1, BMAL2, TRAF5, NCAPG2, NFYC, CEP131, PDGFA, PITPNM1, ASNSD1, PRC1, HSD11B1, TFDP2, BIRC5, DMWD, PRDX3, PIM2, LMBR1L, DNAH6, NAA35, PMAIP1, GAD2, ITK, BRF2, PPP1R2, TUBB, CXXC1, PAFAH1B3, HSPA2, CDCA4, SLC5A6, EVC, GK2, RRM1, GZMM, WDR82, TIMELESS, FLOT1, WDR6, SRP54, CSNK1G1, PRPF4, CRLF3, ORC1, NUSAP1, AQP8, SFXN1, IPCEF1, TFR2, DDX43, SRSF7, HMGB3P1, F2RL1, ZBTB17, HMBS, CDC123, KIF5C, KNTC1, MYG1, RNF4, ERAP2, NPRL2, PQBP1, PDP1, HMMR, AQR, SNRPA, SSR2, CYTIP, PRB3, PPP6R2, CA6, IFI35, GFUS, BST2, RBCK1, GINS4, CD244, CNN2, PTBP3, NR6A1, IL26, STOML1, KLHDC8A, RASA3, USP36, U2AF1, SNRPA1, CSE1L, KCNA1, SAMSN1, SRSF6, ODF2, SUCO, FUS, PRDM2, STMN1, ANGPT1, KHDC1L, DGCR8, ZWILCH, DGKA, SERPINB1, PRR14, DENND1C, RPL11, DEF6, SNRPB, KCNK1	MSigDb_Dif_Expression
TH1_CELLS_IRIS_1_XCELL	Th1 cells	xCell	MNAT1, NCAPD3, GNLY, LAG3, R3HDM1, MDC1, THOP1, FIBP, UBAP2, CHD1L, RUVBL2, CUEDC2, IFNG, CSTF1, CHD4, SNRPC, TRIM28, POLD2, TMEM39B, PPM1G, EIF2B2, CDC123, TACO1, SLAMF1	PMID: 29141660
GSE3982_EOSINOPHIL_VS_TH1_DN	Th1 cells	MSigDb_Dif_Expression	DHX57, RNASEH2A, DDX50, RAD23A, ERI2, CTSH, DNMT1, UBXN8, IRF4, METTL3, HBEGF, NUP37, CZIB, APOLD1, NHP2, RPS5, DYRK4, IFT140, AGPAT5, KDELR2, PA2G4, COPS6, KLRA1P, HGH1, ENO1, DAP3, LBHD1, MRE11, LRPPRC, TRIM14, MFHAS1, MTX1, MRPL17, SEPTIN8, ATP9A, PARN, CEP72, ABCB6, DPAGT1, MINPP1, APOBEC3B, SQOR, CEP76, CD28, MRPL24, HSPA8, ERCC2, GPALPP1, EED, POLD3, ERGIC2, NME1, PWP1, CHMP6, SHMT2, ZNHIT6, REEP5, MRPL39, GINS2, ASF1B, OLA1, DNAJA3, IDH3B, MACIR, ZNF706, CCT2, ATP2A2, MFSD13A, PSG7, MRPL4, CALML4, ATP8B4, MYH10, PDSS1, AAGAB, SMARCA4, PSMB8, MTX2, ADK, CAND1, ITIH1, TPD52, APOL1, RPN1, PLOD2, UBE2M, DYNLT1, NEIL3, FOXM1, BIRC5, TTC27, RUVBL1, CENPU, SCD, MRTO4, RPA3, MANF, PRPF19, UBA2, TOMM40, DPP6, GOLGA8A, IFI16, FN3KRP, TUBB, CCL4, NDUFAF3, LAIR2, METRN, PUS7, PLEKHO1, NFYB, GSTP1, APBB2, GRSF1, N6AMT1, NDUFA9, MALT1, SNRNP27, ANO10, PHYH, SEPTIN6, PSMB2, NUDC, BTBD1, PHB1, DPH2, ZFYVE21, PNP, XBP1, TMEM109, EPB41L2, PEA15, KNTC1, MDH1, LSM4, ELOVL6, SUZ12, TYMS, HCG9, PRDX1, CTNNA2, VANGL1, GSTT1, SNRNP25, CBR1, UBE2V2, OTUB2, SMS, BARD1, RANGAP1, ATP5F1B, PTTG1, IFI35, DDRGK1, TOMM70, SLC26A6, RACK1, RPS27L, ASNS, MDFIC, SPAG5, NDUFAB1, RAN, EIF3I, SLC39A8, VCP, FXR1, DHX30, BAD, CCNE2, CBFB, LTA4H, GATD3, RPF1, CABYR, TUBB3, EEF1E1, TST, FOLR2, LSM6, ATP5PF, IPPK, CSTPP1, LDHB, SLC31A1, CNPY2, DNAJC10, MRPL34, CD1C, METTL1, ACOT7, CCT4, PDGFRA, PFAS, GFI1, SMC1A, KIF20B, UQCRH, MRPS33	MSigDb_Dif_Expression
GSE5960_TH1_VS_ANERGIC_TH1_UP	Th1 cells	MSigDb_Dif_Expression	RPSA, CHRM4, NOLC1, HRH2, ZFP90, SMR3A, TIAL1, CHGA, GPLD1, ACTL6A, ANAPC1, SNX3, STX1B, PRCC, ZNF639, LTB, IMPDH1, SERPINA12, NHP2, LATS2, UNCX, IL13RA2, POLA1, RAPSN, RFC3, C9orf40, SELENOH, SPRED2, LYSMD1, ATP2A3, SIPA1, GNPNAT1, NDUFA2, SHMT1, MTX1, SSBP1, MRPL40, ZNF524, RPL14, ENO3, NDUFAF1, TBC1D24, SMARCE1, CLP1, DDX18, TCF21, CDK5RAP3, REXO5, GGT5, MAD2L1BP, GPC1, AXL, GPAT4, HAUS3, DDX52, RPS8, ISG20, ATP5F1A, PAM, FUT1, COPE, GBP2, G3BP1, CKMT1B, SLC23A2, PSMA1, PPP5C, HLA-DQA1, ABT1, RPA1, TRPC6, NPC2, GSTZ1, PHPT1, NBN, HSPE1, COIL, LCK, TCIRG1, KRT7, NUDT21, YME1L1, CDCA7L, HTR3A, SLC27A1, DEAF1, SCAF11, COX14, MRAS, ZFX, MRPS26, SLC19A1, SUCLG2, RARS1, SDC2, RSL1D1, PBX2, RPL12, RPL36A, SLC10A2, PPT1, PON2, PSME1, HNRNPA3, EHMT2, NSMCE1, RRAD, PSMG1, PRRX1, ANAPC5, WDR6, MATN1, HNRNPA1, ADAM23, MCM3AP, SERTAD1, SOWAHC, SEH1L, SMPD1, SESN1, SEC31A, TRMT2A, SSBP2, ABCG2, EBF1, IRF9, BCL7B, CLK2, ANAPC2, DIPK1B, AQR, TXNIP, CCDC86, MRPL23, ZAP70, POLRMT, POPDC3, S100A11, CXCL14, SUB1, WDFY2, ZHX1, AKR7A2, ZNF503, RPL18, ACTL6B, MGLL, TNPO1, POLR1H, EID1, RBMS2, MAN2C1, IFI35, SMPDL3A, MRPL37, ZSCAN26, HELLS, STC2, VARS1, SNRPG, UIMC1, RPS25, MIS18BP1, DDX39B, GADD45G, FOXD3, IGFBP1, MYC, RAP1A, CSTF2, EBNA1BP2, PES1, SYPL1, KLKB1, CCL7, GUCD1, PPRC1, PTPN9, CCT3, FCGR2B, COPS4, LBR, TTC39B, TRIM37, EPRS1, PAN2, TBK1, IREB2, ARHGDIA, INMT, UBAC1, BIK, CAD, PDE6D, MGMT, ETHE1, ELF1, NDUFA12, HUS1	MSigDb_Dif_Expression
GSE14308_TH1_VS_INDUCED_TREG_UP	Th1 cells	MSigDb_Dif_Expression	LRRC75B, TIA1, OTOS, HRH2, HILPDA, DCAF15, RPL22L1, ERI2, AIP, FBXO8, POLD4, MAPK14, PHLDA3, ODF2L, CUL1, LTB, DTNBP1, CTSF, DNAJA1, MSN, SP3, DCTN3, FBXO17, FANCF, KATNA1, MOSPD2, TNRC6B, PKP2, TRAPPC6B, ENTPD5, HRC, CEP135, KLK8, CASP8AP2, MED20, IL21R, GALNS, XRN2, ATRX, TAFA3, REEP1, FOXO3, FEZ2, DUSP5, PPM1H, DLK1, LAMTOR4, ZC3H7A, CACNB4, FOXF1, SGO2, TENT5A, ACVRL1, CASP4, SDF4, CLIC1, RTL8B, C12orf57, CRBN, EYA2, NUDT7, NETO2, NEMF, SENP6, KNL1, SMG1, KCNMB4, TDRD3, GMPPA, SPRY2, KCNK5, DYNLT3, FAHD2A, SLC41A3, ARID4A, PHF6, SORBS3, SARAF, RPLP0, ARIH2, WASHC4, ZNF217, IGFLR1, RPL38, YOD1, NEK3, RTF2, TMEM18, PIBF1, MACIR, ANKRD12, LEPROT, P4HTM, IGFBP6, ABI1, GSR, PPIL2, FAM120A, C6orf118, NDUFA13, EMP3, CNTLN, SLC27A1, MKRN1, EPB41, RIT1, YWHAQ, ATRAID, TRAF3IP2, ENC1, TXK, TMEM87B, CAT, RINL, PFKP, NFU1, VPS4B, SPATA1, SH3BGRL, LSP1, RAB9A, ACYP1, ITK, SNX9, STYX, MYCBP2, MPLKIP, CLK4, SECISBP2L, STAG3, FAM133B, RB1, ACVR2A, SART1, ZIC5, LRIF1, OAS2, LPAR6, RAB5A, ROCK2, METTL23, SPTLC1, ZNF704, DYNLT5, LPIN2, PURA, IQSEC1, CTDSPL2, CSF2, ZFAND2A, PTPRCAP, IRF7, KIF21B, SRP19, OLFM1, FHIP2B, TF, FGD5, USP15, STAG1, ITGB2, TAPBP, TGFB3, DNAJB4, LAMC1, BST2, KXD1, SLPI, NAE1, PRELID1, UFD1, CACNA1B, SIPA1L1, HEXA, DNAJB13, ZNF354C, RBM48, RAD50, TTC14, TXNDC16, DERL1, RPS6KB1, TMBIM4, TRIM5, DAAM1, TXNDC9, LGALS8, RBX1, PLCH1, TNFSF4, RPL37A, LBR, CAMK1D, KIF3A, TMCO1, TNP2, FAM13B, RHOBTB2, KIDINS220, SNAPC5	MSigDb_Dif_Expression
GSE3982_BASOPHIL_VS_TH1_DN	Th1 cells	MSigDb_Dif_Expression	MIS18A, MTG1, MSH2, CTSH, GLB1L2, AARS1, ILF3, ADRM1, MOCS3, HIBCH, HBEGF, GOLT1B, PRMT5, NUP37, LILRA6, GPN2, NASP, KRT37, IKBKE, MRTFB, CDR2, POLA1, SPRY1, CBR3, AQP3, TMEM223, NUDCD3, RANGRF, ENO1, APBB3, GGH, MYO5A, RSRC1, MSMO1, CYP11B1, MFHAS1, PSMC4, CA5BP1, GRM3, RAI14, NEK2, ALDH18A1, STK39, TP73-AS1, MRPL11, SINHCAF, YWHAH, PSMB5, CKS2, MAGEC2, PTGIR, STXBP1, CAST, SQOR, GRK3, LARP4, CD28, NETO2, MTHFD1, DOLK, SH2D1A, RANBP1, TCERG1, SLC38A1, NME1, MAPK8, AKR1B1, BUB1B, ARL6IP1, XRCC2, FNDC3B, QDPR, SLC25A32, PDE4D, MRPL39, HMGXB3, OLA1, CHAF1B, AURKA, YARS1, PHACTR4, DIXDC1, BLM, MRPL4, APOBEC3G, PAICS, MORC2, PPFIA3, HMGA1, RWDD2B, CCNJL, SMCO4, NRBP1, GGCT, EVI2A, SYTL2, PRKAR2A, MRPS15, SLAMF1, CTNNAL1, OGFOD2, DDIT4, CHEK2, DNAJC9, ABCF2, TTC26, CC2D1A, HS3ST2, MRTO4, SHQ1, PLA2G4C, PRPF19, WIZ, TOMM40, SNTB2, PPP1R2, CCL4, IL2RA, NQO1, DOCK4, RRM1, B4GALT5, IARS1, EIF5A, PPFIA1, BFAR, MALT1, OGFOD3, ANO10, PSMB2, SLC17A1, EEF2, ACSL3, PHB1, PLEKHG6, DPH2, SACS, MRPL13, DDOST, PNP, DOHH, PPIF, C1orf216, LRIT1, CDC123, CDC37, SCAND1, ELOVL6, OTULINL, SPSB1, KIFBP, SLC2A5, DDX10, GLRX2, PDIA5, CBR1, PSD4, SAC3D1, HSD17B12, CENPS, SNRPF, RAD51, LIMA1, CHL1, TMEM97, SLPI, MICB, RRP7A, HELLS, MAMLD1, SFI1, SCNN1G, SPAG5, HMGB3, POLR2J2, CHEK1, ZFPM2, CCNE2, HSPD1, UBFD1, TESK1, TMED3, RPS6KB2, MAGIX, MRPS18A, BRD3OS, STMN1, DHODH, LRRC20, ZWILCH, ELOVL4, RRP9, MLLT11, MKLN1, MRC2, DCPS, HCFC1, TUBG1, GCAT	MSigDb_Dif_Expression
GSE26030_UNSTIM_VS_RESTIM_TH1_DAY15_POST_POLARIZATION_DN	Th1 cells	MSigDb_Dif_Expression	BUB3, CCM2, FCRL1, CDK2AP1, PDK1, SCRIB, TCEA3, NR1D1, RASGRP1, SPATA13, SGMS1, NCAPD2, ANKRD33B, HAUS1, MSN, UNC119, ST3GAL5, SMAGP, SORT1, DENND6B, ACTN4, MGAT4B, ATMIN, EXTL3, FAM98C, FILIP1L, ALDH18A1, RAB19, PIP4K2A, PLEKHA6, AFDN, SKA2, SYCE2, BCL2A1, RIMS3, NFATC3, SH2D1B, ADGRL2, AK2, BTBD19, ABHD3, HCK, TPCN2, PTPN12, SERPINB6, UCP2, CBLB, LIMD2, BRD9, CEPT1, MAPRE2, CLDN15, SVIL, FAM135A, FZD2, KCNK5, PFN1, BSPRY, BUB1B, ESYT3, PAG1, CCDC97, SCP2, ANGPTL4, TGM3, RAP1GAP2, STK10, STAP1, ACAT2, SSTR4, ACSS1, TEF, SLC44A2, GPR137B, BCDIN3D, RHOF, CELF1, C5AR1, CD300A, STK38, JPT1, RHOA, TKT, ETS1, C11orf54, APOBR, TFDP2, CTSB, SQSTM1, NUAK2, CPT1A, MYO1G, DDIT4, TUBB6, DNAJC9, ORC6, ZNF507, INPP1, HAUS5, RGS3, ITGAL, STK24, CENPQ, ZNF608, YWHAZ, CLUH, QSOX2, B4GALNT1, RRM1, CDKN2AIPNL, GSK3A, B4GALT5, THAP4, ADAMDEC1, NFKBIA, CYB561, PIGL, CENPT, PLEK, SLC39A13, NR1H3, AAAS, SMC6, UBE2S, FCGR3A, NUP35, CHADL, TGFBR1, CARM1, MTBP, ABCC5, RHOQ, ARHGEF10L, KRAS, S1PR4, EXOSC2, ABI3, LOXL3, IRF3, CYFIP2, SAFB2, C2orf69, FCER1G, C17orf58, LY75, PIP4K2C, CNST, ALDH9A1, SLC29A1, TUBB4B, IGLC7, ZFAND5, CD83, DNAH12, CDH1, LIMA1, MAN2C1, DDIT3, JMJD6, POU2F2, HFE, PPM1B, PHF1, RPS6KA2, MTF1, C14orf28, HIC2, SP4, CSF1R, TRIB1, VAMP5, SLC11A1, TRAF1, SH3D19, ADGRE1, E2F4, STK4, CYB5A, SIPA1L1, PBXIP1, CCND1, TTI1, PTK2B, CITED4, NFKBIZ, ITGB3, EMD, SF1, NMT1, NADK, GPR35, NUP210, MXI1, DEF6, PHLPP1, TTC7B, TAMALIN, FGFRL1, CYRIA, C3orf33	MSigDb_Dif_Expression
GSE26030_TH1_VS_TH17_DAY5_POST_POLARIZATION_UP	Th1 cells	MSigDb_Dif_Expression	CACNA1A, FAM111A, SAMHD1, UBR4, DTX4, IFIT1, ZCCHC2, IL12RB1, NXPE2, HLA-C, SYTL1, C7orf50, ZUP1, TNFSF10, DTX3L, ISG15, HELZ2, IFI44, TLR7, CUTC, PML, MED12L, NMI, KATNA1, HSPA5, CA13, DAXX, STAT1, IFI27L2, SH2D4B, MITD1, HMGN3, IRGM, CCRL2, EIF5B, TMEM106A, HCK, HERC6, TLR3, GYPC, HOXD4, OAS3, UTP6, RSAD2, ISG20, STAT2, GBP2, TPST1, DLL1, TKTL1, MAX, XAF1, COX18, KEAP1, ZBP1, OASL, NT5C3A, AKAP3, PARP11, HMOX2, USP18, TMEM140, PITX1, IFITM3, OAS1, PARP14, TOR3A, SLC6A17, CGAS, MRPL39, PRRG4, RNF213, COL9A3, IFI44L, SLFN5, NIT2, IFIT3, LAP3, C19orf12, ST3GAL6, NOC3L, GTF2F2, SIDT1, UBALD2, LBX2, CRCP, PPA1, LRFN3, MPEG1, SFXN2, HLA-E, VTA1, EVI2A, IFIT2, TRIM21, BYSL, RUVBL1, GRAMD2B, CMPK2, TMA16, AGRN, SLFN12L, INPP1, RTP4, CHMP4B, CD69, POLR3B, SGCB, TRAFD1, VCPKMT, CSF1, CHIC1, TNKS1BP1, HOOK2, KRT15, CYP2B6, DNASE1L3, SYCE1L, PLAC8, NVL, CAPN5, HAP1, EIF2AK2, IL15, AMIGO2, ATP12A, NR1H3, GHITM, LARP1, EYA3, PFKFB3, NAA20, LGALS3BP, SLC15A3, OAS2, IFIT1B, MARCHF5, MCOLN3, IRF9, TOR1AIP2, DNMT3L, MX2, SLFN13, IFIH1, GHR, PARP12, NMRAL1, IRF7, CD86, SETDB2, NOTCH1, ZNF365, DDX60, MGST2, CFAP210, LARS1, IFI35, TDRD7, BST2, NSUN2, NSUN4, DHX58, PDE7B, CD47, SLC25A12, ADSS2, CKM, MSGN1, GBP7, NAMPT, SSBP4, PARP9, TUBA8, PNO1, RNF114, CARMIL1, EPSTI1, TLX1, TENT4A, AMHR2, NLRC5, TRIM5, CXCL10, POLR3E, ZCCHC18, HSH2D, SEBOX, RRP15, DPP4, DOP1B, EHD3, EPRS1, GBP6, SAMD9L, NIF3L1, GPR65, RILPL1, PKIB, FCF1, MX1	MSigDb_Dif_Expression
GSE26030_TH1_VS_TH17_DAY15_POST_POLARIZATION_UP	Th1 cells	MSigDb_Dif_Expression	OSBPL9, SLC35D2, SAMHD1, TRIP12, CTDSP2, CSNK1G3, DUOXA2, ATOSA, MIR22HG, CTSH, ZBTB42, ATF3, WNT2, ATOSB, APOLD1, COL27A1, KDM7A, OARD1, PDCL3, RDH12, CARHSP1, PDE7A, UBE2D3, ZMYM5, GRB7, DAXX, SFTPB, PRMT2, RMDN1, RDH11, SYNE3, AFF3, HEXB, SIGLEC1, ABHD4, NIBAN1, NDC80, HBP1, IL18, ALS2CL, FAM8A1, KCTD14, PRSS12, BCL2A1, TENT5A, THRA, CNPY4, FDFT1, SLC35F5, DNAJC28, PLPP2, CEP68, TMEM150C, RAC1, UPF3A, ADAM19, LRRC19, MICAL1, RAPGEF4, SLC66A2, TNRC18, SLC19A2, NT5C3A, ACTR10, RP9, TXNDC17, PEAR1, S100A10, CARD6, DIPK1A, NPC2, TRIM59, LGALS3, CGAS, LSS, CTNNA1, SEC22C, LPIN1, ODR4, KCNIP4, SCIN, ACSS1, ATP6V0E2, ANKH, HACL1, DNASE1L1, APOH, VIPAS39, GPC6, HLA-E, CLIP3, GNB4, SERINC5, TSC22D1, PLP2, IDH1, PLEKHF2, PTTG1IP, WLS, RNASE6, GRIK5, UBE2H, INAVA, SH3GLB1, CMAS, BBS4, CDKN1B, ZDHHC20, SYNJ1, RTP4, CHMP4B, PHLPP2, STK24, SEC62, RAB9A, KIT, NATD1, AFTPH, CSF2RA, STARD4, IL2RA, GJC1, UFC1, BTNL9, SENP7, ALCAM, ZFAND3, TPRG1L, KCNH5, TYW1, CDK3, AMIGO2, APBA1, ZNF277, MRPL1, NAA20, COPS3, SLC39A4, UQCRB, RFC1, CRYBG3, HSPB11, MXD1, FCRLA, PGGT1B, IFNLR1, MADD, PAX8, PHF13, AGPAT4, TRIM46, HAPLN4, TCP11L2, SLC25A20, TMEM92, MAP3K9, INPP5B, EPGN, PRNP, OTUD1, SUB1, FRYL, PLAC8L1, FRG1, ZC3HAV1, TLCD1, NR4A3, GOSR1, PHF21A, TOMM70, TIGD2, PELI1, CD47, ADGRE1, TUBA1A, TINF2, PSMC2, SIKE1, FOXQ1, CIB4, NSRP1, FRY, SYNDIG1, TRIM25, GUCD1, TCAF1, SELE, CEP97, FAM3C, TLR2, GRM7, ZEB2, SLC38A10, ASRGL1, SMAP1, VIPR2, GPR155, IL12B, PPP2R5C	MSigDb_Dif_Expression
GSE3982_MAST_CELL_VS_TH1_DN	Th1 cells	MSigDb_Dif_Expression	PPP3CC, MIS18A, MSH2, RBL1, KIF1B, ABCB8, IRF4, MORC4, TREX1, MYL6B, GOLT1B, EPOR, GPN2, SRRM1, DNAJC3, RFC3, PPP1R7, PRRC1, SERINC2, TNFRSF4, KDELR2, KLF8, EOLA2, AGAP2, PA2G4, PSMB9, ERAL1, SYNE3, ESF1, GGH, SH2D3C, ARHGEF18, RSRC1, HK3, SP140, MRE11, DMC1, CHST11, N4BP2L1, POLR2I, APLP1, SINHCAF, PDE4C, GCH1, PDK3, PCDH12, MAP3K8, APOBEC3B, SQOR, MTMR1, CD28, AK4, CLN6, UBE2K, NFKBIB, SH2D1A, CDS2, ARMC6, PCDH11Y, LAG3, NAPG, RAMP1, TAP2, ENTPD1, POLD3, TM9SF4, GSK3B, PECR, COL5A3, MAPK8, TRAP1, IL22, RPA1, QSER1, PLK1, KIR2DL4, SCTR, NCKIPSD, STEAP1, CSRP2, AURKA, ARMCX2, IL10, TAF5, BLM, MYH10, PYHIN1, PPM1G, TRAC, PAICS, HTRA2, RALY, SIDT1, SPTSSA, NCAPG2, NFYC, HIVEP3, ZEB1, FKBP5, EXOSC9, TMEM156, MID1IP1, ETS1, C12orf4, FOXM1, BIRC5, GRM2, CENPU, PRDX3, PIM2, IDH3A, TOMM40, RBM19, PMAIP1, GOLGA8A, PPP1R2, SECTM1, LAIR2, METRN, SLC5A6, EVC, PGGHG, TMPRSS3, TIMELESS, SLC17A6, TDP1, CDC25A, CD79B, SEPTIN6, SFXN1, TOP3B, HP1BP3, NF1, TPX2, INVS, NPDC1, AGK, ABCA8, GBP1, IRF9, KNTC1, MYG1, FASN, SPSB1, CBS, OPTN, CCND3, TRIM58, PDCD11, SNRNP25, ABLIM1, SPDEF, AIPL1, PPP6R2, CLEC2D, GMEB1, KLHL25, C3orf52, GINS4, SDC4, GNL1, PELI1, SOCS2, GGA2, MAMLD1, IL26, SPAG5, DCLRE1A, GZMB, EIF3I, LMNB1, NDUFV2, IFNA21, CMAHP, PCNA, RAP1B, POLR2D, HLA-G, CSE1L, NECTIN3, MAL, GNL3L, CYLD, P2RY10, ZWILCH, MYOM2, ELOVL4, TXNL1, MCUR1, MKLN1, ARF1, LMAN1, NUAK1, ANKRD11, CFLAR, CTDSPL, KIF20B, IL2RG	MSigDb_Dif_Expression
GSE5960_TH1_VS_ANERGIC_TH1_DN	Th1 cells	MSigDb_Dif_Expression	SLC41A1, MECP2, RBL1, CD68, ATP5F1D, POLD4, TEC, POLR2G, ARL3, PTGER3, FANCM, CYSTM1, CHCHD7, GK, TOB1, ACP1, SMARCC1, PIP5K1A, PPP1R7, ADSS1, UBE2V1, CREB3L1, ATXN10, TMEM245, RGS16, CXXC5, SLC44A1, CCDC90B, OTUD7B, SLC48A1, MDM2, TMBIM1, SYT11, ECM1, C5orf15, YWHAH, PDK3, SRPK2, CYBA, CD2BP2, PRKCA, SDF4, NCK2, NFE2L1, SQOR, HGFAC, FBXW11, SERPINE2, LCLAT1, AMZ2, RNF19A, FCGR2A, PTOV1, PRKCD, EED, HAS1, SLC52A2, ITFG1, F11R, AVP, EIPR1, MAP2K1, STAT6, PAFAH1B2, PLXND1, SLC5A1, LRP10, REEP5, SEMA7A, SCP2, MTF2, CTNNA1, ORMDL1, CD6, SHOX2, GABARAPL2, TNFRSF8, CDH8, FUBP1, PLS3, ABCC1, ASS1, SCG2, TES, PHKA2, GABARAPL1, AP3B1, NKX2-8, TNFRSF18, ITGAV, BRCA1, CCNE1, PITPNM1, NUP93, FBXO3, CPT1A, ID1, APOC4, ANXA7, TNFRSF9, LGALSL, PCM1, ALOX12B, PEX19, MEMO1, PAPSS1, SNX9, AAMP, TUBB, CCL5, CYB5R3, ANXA5, IER3, REPS1, PROX1, RNASET2, TMEM126A, CAPN5, CAPN1, PDPK1, CYFIP1, NEK6, CORO1C, FGF1, F2RL1, TMEM109, ECH1, NPC1, UBE2N, DTX2, TM7SF3, MDK, RHOQ, PIGQ, CST7, S100A3, CD81, SLC7A3, SLC25A20, ADPRH, ATP6V0B, HPS4, NRGN, ZSWIM7, S100A1, CSF2, NDUFA6, AHCYL1, EMC3, PNPLA2, MRPS25, PTPRS, NAPSA, HIVEP1, TSFM, SLC29A1, BIN1, FAM89B, KMT5A, ITGB2, AP3S1, TSHB, GRB2, NEK7, PRAP1, RNH1, IGF1, VAMP5, KANK3, ATP6V1E1, CYB5A, TPRA1, RPN2, LONP2, GDI1, ATF6B, CSNK1D, TXNDC16, ITIH5, ST6GALNAC6, TRPC4AP, DPF3, AMELX, APEX1, AP4S1, SLC12A4, PTP4A2, NFKB2, CSTB, DLGAP4, IAPP, ACOT7, CHP1, PYCR2, TTC7B, GNPDA1, HCFC1, PRKACA, HOPX, TNPO2	MSigDb_Dif_Expression
